Follower Timeouts, Cumulative Percent, Time to elect Leader
150-175,0.990500,466.779947
150-175,0.991500,468.059063
150-175,0.992500,470.440865
150-175,0.993500,475.475073
150-175,0.994500,477.694035
150-175,0.995500,482.099056
150-175,0.996500,482.982159
150-175,0.997500,483.390808
150-175,0.998500,511.306047
150-175,0.999500,610.046864
150-200,0.000500,87.126970
150-200,0.001500,91.197968
150-200,0.002500,91.845989
150-200,0.003500,92.454910
150-200,0.004500,92.516899
150-200,0.005500,93.036890
150-200,0.006500,93.608856
150-200,0.007500,93.652964
150-200,0.008500,93.751907
150-200,0.009500,94.088078
150-200,0.010500,94.119072
150-200,0.011500,94.708920
150-200,0.012500,94.791889
150-200,0.013500,94.905138
150-200,0.014500,95.147133
150-200,0.015500,95.458984
150-200,0.016500,96.027136
150-200,0.017500,96.477985
150-200,0.018500,96.822023
150-200,0.019500,96.849918
150-200,0.020500,97.153902
150-200,0.021500,97.424984
150-200,0.022500,97.558022
150-200,0.023500,97.573996
150-200,0.024500,97.586155
150-200,0.025500,97.607136
150-200,0.026500,97.721815
150-200,0.027500,97.724915
150-200,0.028500,97.750902
150-200,0.029500,97.765923
150-200,0.030500,99.257946
150-200,0.031500,99.408865
150-200,0.032500,99.534035
150-200,0.033500,100.157976
150-200,0.034500,100.385904
150-200,0.035500,100.528955
150-200,0.036500,100.609064
150-200,0.037500,100.827932
150-200,0.038500,101.128101
150-200,0.039500,101.981878
150-200,0.040500,102.059126
150-200,0.041500,102.388144
150-200,0.042500,102.496862
150-200,0.043500,102.709055
150-200,0.044500,103.034973
150-200,0.045500,103.266954
150-200,0.046500,103.693962
150-200,0.047500,103.706121
150-200,0.048500,103.765011
150-200,0.049500,103.832960
150-200,0.050500,104.360104
150-200,0.051500,104.578018
150-200,0.052500,104.708910
150-200,0.053500,104.954004
150-200,0.054500,104.984045
150-200,0.055500,105.073929
150-200,0.056500,105.102062
150-200,0.057500,105.180025
150-200,0.058500,105.585098
150-200,0.059500,105.602980
150-200,0.060500,106.076002
150-200,0.061500,106.137991
150-200,0.062500,106.157064
150-200,0.063500,106.261969
150-200,0.064500,106.264114
150-200,0.065500,106.369019
150-200,0.066500,106.462955
150-200,0.067500,106.557131
150-200,0.068500,106.573105
150-200,0.069500,106.854200
150-200,0.070500,106.907129
150-200,0.071500,106.958866
150-200,0.072500,107.148886
150-200,0.073500,107.156038
150-200,0.074500,107.429028
150-200,0.075500,107.438803
150-200,0.076500,107.635021
150-200,0.077500,107.702017
150-200,0.078500,107.939005
150-200,0.079500,107.971191
150-200,0.080500,108.061075
150-200,0.081500,108.067036
150-200,0.082500,108.142138
150-200,0.083500,108.187914
150-200,0.084500,108.402014
150-200,0.085500,108.441114
150-200,0.086500,108.604908
150-200,0.087500,108.675003
150-200,0.088500,108.896971
150-200,0.089500,108.968019
150-200,0.090500,108.969927
150-200,0.091500,109.266043
150-200,0.092500,109.303951
150-200,0.093500,109.626055
150-200,0.094500,109.708071
150-200,0.095500,109.766006
150-200,0.096500,109.860897
150-200,0.097500,110.030890
150-200,0.098500,110.146046
150-200,0.099500,110.208035
150-200,0.100500,110.453129
150-200,0.101500,110.486984
150-200,0.102500,110.605001
150-200,0.103500,110.628843
150-200,0.104500,110.670090
150-200,0.105500,110.680103
150-200,0.106500,110.849142
150-200,0.107500,111.124039
150-200,0.108500,111.167908
150-200,0.109500,111.371994
150-200,0.110500,111.385107
150-200,0.111500,111.463070
150-200,0.112500,112.204075
150-200,0.113500,112.352848
150-200,0.114500,112.429142
150-200,0.115500,112.481833
150-200,0.116500,112.504959
150-200,0.117500,112.528086
150-200,0.118500,112.540960
150-200,0.119500,112.746954
150-200,0.120500,112.866879
150-200,0.121500,112.870932
150-200,0.122500,113.006115
150-200,0.123500,113.050938
150-200,0.124500,113.224983
150-200,0.125500,113.293886
150-200,0.126500,113.363981
150-200,0.127500,113.617897
150-200,0.128500,113.648176
150-200,0.129500,113.848209
150-200,0.130500,113.930941
150-200,0.131500,113.931179
150-200,0.132500,113.965988
150-200,0.133500,113.976955
150-200,0.134500,114.172935
150-200,0.135500,114.265203
150-200,0.136500,114.274025
150-200,0.137500,114.356041
150-200,0.138500,114.681005
150-200,0.139500,114.763975
150-200,0.140500,115.090847
150-200,0.141500,115.118027
150-200,0.142500,115.150928
150-200,0.143500,115.171194
150-200,0.144500,115.340948
150-200,0.145500,115.349054
150-200,0.146500,115.435123
150-200,0.147500,115.572929
150-200,0.148500,115.792990
150-200,0.149500,115.818977
150-200,0.150500,115.893841
150-200,0.151500,115.895033
150-200,0.152500,116.005898
150-200,0.153500,116.076946
150-200,0.154500,116.168022
150-200,0.155500,116.496086
150-200,0.156500,116.513014
150-200,0.157500,116.574049
150-200,0.158500,116.662979
150-200,0.159500,116.763115
150-200,0.160500,116.818905
150-200,0.161500,116.832018
150-200,0.162500,117.127180
150-200,0.163500,117.168903
150-200,0.164500,117.230177
150-200,0.165500,117.352009
150-200,0.166500,117.366076
150-200,0.167500,117.409945
150-200,0.168500,117.463112
150-200,0.169500,117.513180
150-200,0.170500,117.518902
150-200,0.171500,117.583036
150-200,0.172500,117.591858
150-200,0.173500,117.666960
150-200,0.174500,117.722988
150-200,0.175500,118.118048
150-200,0.176500,118.141174
150-200,0.177500,118.286848
150-200,0.178500,118.294954
150-200,0.179500,118.393898
150-200,0.180500,118.395090
150-200,0.181500,118.556976
150-200,0.182500,118.607998
150-200,0.183500,118.647099
150-200,0.184500,118.650913
150-200,0.185500,118.757010
150-200,0.186500,118.844032
150-200,0.187500,118.873119
150-200,0.188500,118.898869
150-200,0.189500,119.149923
150-200,0.190500,119.190931
150-200,0.191500,119.192123
150-200,0.192500,119.238138
150-200,0.193500,119.247913
150-200,0.194500,119.338036
150-200,0.195500,119.359970
150-200,0.196500,119.562149
150-200,0.197500,119.590998
150-200,0.198500,119.637966
150-200,0.199500,119.642973
150-200,0.200500,119.652987
150-200,0.201500,119.683027
150-200,0.202500,119.808197
150-200,0.203500,119.844913
150-200,0.204500,119.894028
150-200,0.205500,120.115995
150-200,0.206500,120.162964
150-200,0.207500,120.166063
150-200,0.208500,120.182991
150-200,0.209500,120.184898
150-200,0.210500,120.262146
150-200,0.211500,120.268822
150-200,0.212500,121.146917
150-200,0.213500,121.193886
150-200,0.214500,121.227980
150-200,0.215500,121.340990
150-200,0.216500,121.630907
150-200,0.217500,121.775866
150-200,0.218500,121.781111
150-200,0.219500,121.818066
150-200,0.220500,121.870041
150-200,0.221500,121.907949
150-200,0.222500,121.940136
150-200,0.223500,121.984005
150-200,0.224500,122.246981
150-200,0.225500,122.287035
150-200,0.226500,122.471094
150-200,0.227500,122.515917
150-200,0.228500,122.585058
150-200,0.229500,122.617006
150-200,0.230500,122.738838
150-200,0.231500,123.004913
150-200,0.232500,123.026133
150-200,0.233500,123.062134
150-200,0.234500,123.101950
150-200,0.235500,123.136997
150-200,0.236500,123.207092
150-200,0.237500,123.450041
150-200,0.238500,123.749971
150-200,0.239500,123.774052
150-200,0.240500,123.886824
150-200,0.241500,123.936892
150-200,0.242500,123.948097
150-200,0.243500,123.985052
150-200,0.244500,124.010086
150-200,0.245500,124.115944
150-200,0.246500,124.148846
150-200,0.247500,124.330044
150-200,0.248500,124.392033
150-200,0.249500,124.552011
150-200,0.250500,124.870062
150-200,0.251500,124.933004
150-200,0.252500,125.146866
150-200,0.253500,125.159025
150-200,0.254500,125.211954
150-200,0.255500,125.382900
150-200,0.256500,125.492096
150-200,0.257500,125.499010
150-200,0.258500,125.575066
150-200,0.259500,125.610113
150-200,0.260500,125.719070
150-200,0.261500,125.967979
150-200,0.262500,126.079082
150-200,0.263500,126.271009
150-200,0.264500,126.271963
150-200,0.265500,126.336813
150-200,0.266500,126.368999
150-200,0.267500,126.530886
150-200,0.268500,126.636028
150-200,0.269500,126.688004
150-200,0.270500,126.732826
150-200,0.271500,126.769066
150-200,0.272500,126.776934
150-200,0.273500,126.814127
150-200,0.274500,126.891851
150-200,0.275500,126.941919
150-200,0.276500,126.950026
150-200,0.277500,127.122879
150-200,0.278500,127.158165
150-200,0.279500,127.179146
150-200,0.280500,127.182007
150-200,0.281500,127.295971
150-200,0.282500,127.568007
150-200,0.283500,127.573967
150-200,0.284500,127.764940
150-200,0.285500,127.814054
150-200,0.286500,127.927065
150-200,0.287500,128.015041
150-200,0.288500,128.160000
150-200,0.289500,128.288984
150-200,0.290500,128.404140
150-200,0.291500,128.445864
150-200,0.292500,128.477097
150-200,0.293500,128.521919
150-200,0.294500,128.815889
150-200,0.295500,128.841877
150-200,0.296500,128.919125
150-200,0.297500,128.949881
150-200,0.298500,128.957033
150-200,0.299500,129.002094
150-200,0.300500,129.061937
150-200,0.301500,129.065990
150-200,0.302500,129.098892
150-200,0.303500,129.334927
150-200,0.304500,129.401922
150-200,0.305500,129.420996
150-200,0.306500,129.587173
150-200,0.307500,129.693031
150-200,0.308500,129.837990
150-200,0.309500,129.849911
150-200,0.310500,129.853010
150-200,0.311500,129.880190
150-200,0.312500,129.895926
150-200,0.313500,129.992962
150-200,0.314500,130.134106
150-200,0.315500,130.146027
150-200,0.316500,130.287886
150-200,0.317500,130.295038
150-200,0.318500,130.409956
150-200,0.319500,130.429983
150-200,0.320500,130.434990
150-200,0.321500,130.452871
150-200,0.322500,130.551815
150-200,0.323500,130.685091
150-200,0.324500,130.801916
150-200,0.325500,130.834103
150-200,0.326500,130.918980
150-200,0.327500,130.958080
150-200,0.328500,131.021976
150-200,0.329500,131.327152
150-200,0.330500,131.391048
150-200,0.331500,131.580114
150-200,0.332500,131.697893
150-200,0.333500,131.740093
150-200,0.334500,131.771088
150-200,0.335500,131.824017
150-200,0.336500,131.902933
150-200,0.337500,131.966829
150-200,0.338500,131.994963
150-200,0.339500,132.107019
150-200,0.340500,132.174969
150-200,0.341500,132.176876
150-200,0.342500,132.448912
150-200,0.343500,132.668018
150-200,0.344500,132.804871
150-200,0.345500,132.819891
150-200,0.346500,132.866859
150-200,0.347500,133.015871
150-200,0.348500,133.516073
150-200,0.349500,133.544922
150-200,0.350500,133.547068
150-200,0.351500,133.916140
150-200,0.352500,134.073019
150-200,0.353500,134.126902
150-200,0.354500,134.156942
150-200,0.355500,134.188175
150-200,0.356500,134.191990
150-200,0.357500,134.226084
150-200,0.358500,134.231806
150-200,0.359500,134.367943
150-200,0.360500,134.505033
150-200,0.361500,134.568930
150-200,0.362500,134.615898
150-200,0.363500,134.747028
150-200,0.364500,134.852886
150-200,0.365500,134.877205
150-200,0.366500,134.904146
150-200,0.367500,134.953976
150-200,0.368500,134.954929
150-200,0.369500,134.974003
150-200,0.370500,134.997129
150-200,0.371500,135.133982
150-200,0.372500,135.351896
150-200,0.373500,135.578871
150-200,0.374500,135.607958
150-200,0.375500,135.614157
150-200,0.376500,135.666132
150-200,0.377500,135.721207
150-200,0.378500,135.751963
150-200,0.379500,136.083126
150-200,0.380500,136.168003
150-200,0.381500,136.178970
150-200,0.382500,136.218071
150-200,0.383500,136.574030
150-200,0.384500,136.651993
150-200,0.385500,136.813879
150-200,0.386500,136.841059
150-200,0.387500,136.883020
150-200,0.388500,136.893034
150-200,0.389500,137.406111
150-200,0.390500,137.430906
150-200,0.391500,137.497187
150-200,0.392500,137.547016
150-200,0.393500,137.621880
150-200,0.394500,137.693882
150-200,0.395500,137.696028
150-200,0.396500,137.801886
150-200,0.397500,137.971878
150-200,0.398500,137.976170
150-200,0.399500,137.984037
150-200,0.400500,138.108969
150-200,0.401500,138.149023
150-200,0.402500,138.247967
150-200,0.403500,138.266087
150-200,0.404500,138.617992
150-200,0.405500,138.656139
150-200,0.406500,138.708115
150-200,0.407500,138.798952
150-200,0.408500,138.911963
150-200,0.409500,138.983011
150-200,0.410500,139.096022
150-200,0.411500,139.304876
150-200,0.412500,139.317989
150-200,0.413500,139.346838
150-200,0.414500,139.395952
150-200,0.415500,139.417887
150-200,0.416500,139.477015
150-200,0.417500,139.675140
150-200,0.418500,139.681101
150-200,0.419500,139.739037
150-200,0.420500,139.741898
150-200,0.421500,139.837027
150-200,0.422500,139.949799
150-200,0.423500,140.053988
150-200,0.424500,140.277863
150-200,0.425500,140.281916
150-200,0.426500,140.345812
150-200,0.427500,140.561819
150-200,0.428500,140.625954
150-200,0.429500,140.635014
150-200,0.430500,140.727043
150-200,0.431500,140.839100
150-200,0.432500,140.846014
150-200,0.433500,140.927076
150-200,0.434500,140.979052
150-200,0.435500,141.001940
150-200,0.436500,141.045094
150-200,0.437500,141.056061
150-200,0.438500,141.255856
150-200,0.439500,141.402006
150-200,0.440500,141.417980
150-200,0.441500,141.564131
150-200,0.442500,141.722918
150-200,0.443500,141.769886
150-200,0.444500,141.873121
150-200,0.445500,142.076969
150-200,0.446500,142.104149
150-200,0.447500,142.170906
150-200,0.448500,142.236948
150-200,0.449500,142.241001
150-200,0.450500,142.364025
150-200,0.451500,142.375946
150-200,0.452500,142.803192
150-200,0.453500,142.995119
150-200,0.454500,142.996073
150-200,0.455500,143.145800
150-200,0.456500,143.162012
150-200,0.457500,143.208981
150-200,0.458500,143.231869
150-200,0.459500,143.236876
150-200,0.460500,143.238068
150-200,0.461500,143.307924
150-200,0.462500,143.353224
150-200,0.463500,143.410921
150-200,0.464500,143.422127
150-200,0.465500,143.488884
150-200,0.466500,143.491030
150-200,0.467500,143.496990
150-200,0.468500,143.687010
150-200,0.469500,143.775940
150-200,0.470500,143.824100
150-200,0.471500,143.857002
150-200,0.472500,143.892050
150-200,0.473500,144.117117
150-200,0.474500,144.145012
150-200,0.475500,144.201040
150-200,0.476500,144.288063
150-200,0.477500,144.489050
150-200,0.478500,144.639015
150-200,0.479500,144.792080
150-200,0.480500,144.992828
150-200,0.481500,145.019054
150-200,0.482500,145.033121
150-200,0.483500,145.304918
150-200,0.484500,145.309925
150-200,0.485500,145.346880
150-200,0.486500,145.424843
150-200,0.487500,145.698071
150-200,0.488500,145.844936
150-200,0.489500,145.887136
150-200,0.490500,145.908117
150-200,0.491500,145.930052
150-200,0.492500,146.034956
150-200,0.493500,146.140099
150-200,0.494500,146.259069
150-200,0.495500,146.261215
150-200,0.496500,146.306992
150-200,0.497500,146.315813
150-200,0.498500,146.355867
150-200,0.499500,146.357059
150-200,0.500500,146.496058
150-200,0.501500,146.497965
150-200,0.502500,146.684170
150-200,0.503500,146.732092
150-200,0.504500,146.750927
150-200,0.505500,146.754026
150-200,0.506500,146.757841
150-200,0.507500,146.931887
150-200,0.508500,146.972179
150-200,0.509500,147.053957
150-200,0.510500,147.218943
150-200,0.511500,147.249222
150-200,0.512500,147.262812
150-200,0.513500,147.513866
150-200,0.514500,147.529125
150-200,0.515500,147.633076
150-200,0.516500,147.716045
150-200,0.517500,147.817850
150-200,0.518500,147.986889
150-200,0.519500,147.993088
150-200,0.520500,148.038864
150-200,0.521500,148.062944
150-200,0.522500,148.101091
150-200,0.523500,148.134947
150-200,0.524500,148.312092
150-200,0.525500,148.371935
150-200,0.526500,148.493052
150-200,0.527500,148.679972
150-200,0.528500,148.684978
150-200,0.529500,148.688078
150-200,0.530500,148.699045
150-200,0.531500,148.770094
150-200,0.532500,148.798943
150-200,0.533500,149.031878
150-200,0.534500,149.076939
150-200,0.535500,149.192810
150-200,0.536500,149.283886
150-200,0.537500,149.348974
150-200,0.538500,149.363995
150-200,0.539500,149.447918
150-200,0.540500,149.453878
150-200,0.541500,149.515867
150-200,0.542500,149.622202
150-200,0.543500,149.753809
150-200,0.544500,149.757862
150-200,0.545500,149.817944
150-200,0.546500,149.944067
150-200,0.547500,150.022984
150-200,0.548500,150.052786
150-200,0.549500,150.062084
150-200,0.550500,150.146961
150-200,0.551500,150.269032
150-200,0.552500,150.299788
150-200,0.553500,150.307178
150-200,0.554500,150.400877
150-200,0.555500,150.541067
150-200,0.556500,150.542021
150-200,0.557500,150.573015
150-200,0.558500,150.757074
150-200,0.559500,150.768995
150-200,0.560500,150.845051
150-200,0.561500,150.928974
150-200,0.562500,150.976896
150-200,0.563500,151.052952
150-200,0.564500,151.116133
150-200,0.565500,151.403904
150-200,0.566500,151.431084
150-200,0.567500,151.478052
150-200,0.568500,151.602030
150-200,0.569500,151.636124
150-200,0.570500,151.654005
150-200,0.571500,151.734114
150-200,0.572500,151.800871
150-200,0.573500,151.870966
150-200,0.574500,152.151108
150-200,0.575500,152.283907
150-200,0.576500,152.291059
150-200,0.577500,152.531862
150-200,0.578500,152.536869
150-200,0.579500,152.555943
150-200,0.580500,152.734041
150-200,0.581500,152.769089
150-200,0.582500,152.952909
150-200,0.583500,152.997017
150-200,0.584500,152.999878
150-200,0.585500,153.021097
150-200,0.586500,153.146029
150-200,0.587500,153.167009
150-200,0.588500,153.203011
150-200,0.589500,153.321981
150-200,0.590500,153.331995
150-200,0.591500,153.367043
150-200,0.592500,153.428078
150-200,0.593500,153.683901
150-200,0.594500,153.736115
150-200,0.595500,153.742075
150-200,0.596500,153.800964
150-200,0.597500,153.806925
150-200,0.598500,153.841019
150-200,0.599500,153.903008
150-200,0.600500,153.949976
150-200,0.601500,154.165030
150-200,0.602500,154.382944
150-200,0.603500,154.453039
150-200,0.604500,154.465914
150-200,0.605500,154.647827
150-200,0.606500,154.814959
150-200,0.607500,154.820919
150-200,0.608500,154.886961
150-200,0.609500,154.897928
150-200,0.610500,155.011892
150-200,0.611500,155.129910
150-200,0.612500,155.278921
150-200,0.613500,155.432940
150-200,0.614500,155.447960
150-200,0.615500,155.466080
150-200,0.616500,155.524969
150-200,0.617500,155.529022
150-200,0.618500,155.534983
150-200,0.619500,155.558109
150-200,0.620500,155.570984
150-200,0.621500,155.637980
150-200,0.622500,155.742168
150-200,0.623500,155.797958
150-200,0.624500,155.824900
150-200,0.625500,155.855894
150-200,0.626500,156.056881
150-200,0.627500,156.157970
150-200,0.628500,156.166077
150-200,0.629500,156.316996
150-200,0.630500,156.404018
150-200,0.631500,156.411886
150-200,0.632500,156.535864
150-200,0.633500,156.636000
150-200,0.634500,156.705856
150-200,0.635500,156.852007
150-200,0.636500,156.909943
150-200,0.637500,157.099009
150-200,0.638500,157.181978
150-200,0.639500,157.206059
150-200,0.640500,157.246113
150-200,0.641500,157.311916
150-200,0.642500,157.318830
150-200,0.643500,157.377958
150-200,0.644500,157.392979
150-200,0.645500,157.428026
150-200,0.646500,157.496929
150-200,0.647500,157.673120
150-200,0.648500,157.774925
150-200,0.649500,157.784939
150-200,0.650500,157.861948
150-200,0.651500,157.933950
150-200,0.652500,158.123970
150-200,0.653500,158.154964
150-200,0.654500,158.225775
150-200,0.655500,158.231974
150-200,0.656500,158.334017
150-200,0.657500,158.447027
150-200,0.658500,158.544064
150-200,0.659500,158.719063
150-200,0.660500,158.734083
150-200,0.661500,158.747911
150-200,0.662500,158.751011
150-200,0.663500,158.778906
150-200,0.664500,158.823013
150-200,0.665500,158.972025
150-200,0.666500,159.043074
150-200,0.667500,159.668922
150-200,0.668500,159.671068
150-200,0.669500,159.784079
150-200,0.670500,159.873962
150-200,0.671500,159.899950
150-200,0.672500,159.903049
150-200,0.673500,160.137177
150-200,0.674500,160.469055
150-200,0.675500,160.505056
150-200,0.676500,160.619020
150-200,0.677500,160.701036
150-200,0.678500,160.710096
150-200,0.679500,160.835981
150-200,0.680500,160.869837
150-200,0.681500,160.961866
150-200,0.682500,161.139011
150-200,0.683500,161.152840
150-200,0.684500,161.237955
150-200,0.685500,161.264896
150-200,0.686500,161.277056
150-200,0.687500,161.299944
150-200,0.688500,161.370993
150-200,0.689500,161.380053
150-200,0.690500,161.437988
150-200,0.691500,161.501884
150-200,0.692500,161.535025
150-200,0.693500,161.826134
150-200,0.694500,161.865950
150-200,0.695500,161.873102
150-200,0.696500,161.993027
150-200,0.697500,162.002087
150-200,0.698500,162.159920
150-200,0.699500,162.249088
150-200,0.700500,162.254810
150-200,0.701500,162.274122
150-200,0.702500,162.425995
150-200,0.703500,162.478924
150-200,0.704500,162.620068
150-200,0.705500,162.621021
150-200,0.706500,162.753105
150-200,0.707500,162.799120
150-200,0.708500,162.800074
150-200,0.709500,162.843943
150-200,0.710500,162.954092
150-200,0.711500,163.108110
150-200,0.712500,163.139105
150-200,0.713500,163.146973
150-200,0.714500,163.206100
150-200,0.715500,163.222075
150-200,0.716500,163.269043
150-200,0.717500,163.651943
150-200,0.718500,163.675070
150-200,0.719500,163.965940
150-200,0.720500,163.975954
150-200,0.721500,163.985968
150-200,0.722500,164.002895
150-200,0.723500,164.057970
150-200,0.724500,164.104939
150-200,0.725500,164.123058
150-200,0.726500,164.154053
150-200,0.727500,164.243937
150-200,0.728500,164.633036
150-200,0.729500,164.677858
150-200,0.730500,164.771080
150-200,0.731500,164.796829
150-200,0.732500,164.977074
150-200,0.733500,164.996862
150-200,0.734500,165.107012
150-200,0.735500,165.175915
150-200,0.736500,165.390015
150-200,0.737500,165.409088
150-200,0.738500,165.413141
150-200,0.739500,165.433884
150-200,0.740500,165.504932
150-200,0.741500,165.632963
150-200,0.742500,166.059017
150-200,0.743500,166.179180
150-200,0.744500,166.315079
150-200,0.745500,166.322947
150-200,0.746500,166.340113
150-200,0.747500,166.471004
150-200,0.748500,166.657925
150-200,0.749500,166.707993
150-200,0.750500,166.743994
150-200,0.751500,166.828156
150-200,0.752500,166.843891
150-200,0.753500,166.887999
150-200,0.754500,167.006969
150-200,0.755500,167.109013
150-200,0.756500,167.191982
150-200,0.757500,167.315006
150-200,0.758500,167.388916
150-200,0.759500,167.421818
150-200,0.760500,167.618990
150-200,0.761500,167.741060
150-200,0.762500,167.797089
150-200,0.763500,167.816162
150-200,0.764500,167.934179
150-200,0.765500,168.049097
150-200,0.766500,168.052912
150-200,0.767500,168.052912
150-200,0.768500,168.083906
150-200,0.769500,168.299913
150-200,0.770500,168.371201
150-200,0.771500,168.372869
150-200,0.772500,168.406010
150-200,0.773500,168.409109
150-200,0.774500,168.445826
150-200,0.775500,168.486834
150-200,0.776500,168.644905
150-200,0.777500,168.790102
150-200,0.778500,168.811798
150-200,0.779500,168.825865
150-200,0.780500,168.854952
150-200,0.781500,168.925047
150-200,0.782500,169.036150
150-200,0.783500,169.293165
150-200,0.784500,169.531107
150-200,0.785500,169.916153
150-200,0.786500,169.942141
150-200,0.787500,170.146942
150-200,0.788500,170.392036
150-200,0.789500,170.536041
150-200,0.790500,170.582056
150-200,0.791500,170.583010
150-200,0.792500,171.289921
150-200,0.793500,171.512842
150-200,0.794500,171.942949
150-200,0.795500,172.245979
150-200,0.796500,172.263145
150-200,0.797500,172.344923
150-200,0.798500,172.381878
150-200,0.799500,172.389030
150-200,0.800500,172.400951
150-200,0.801500,172.425032
150-200,0.802500,172.472954
150-200,0.803500,172.602892
150-200,0.804500,172.695875
150-200,0.805500,172.755957
150-200,0.806500,172.833920
150-200,0.807500,172.924042
150-200,0.808500,173.048973
150-200,0.809500,173.154116
150-200,0.810500,173.275948
150-200,0.811500,173.992157
150-200,0.812500,174.051046
150-200,0.813500,174.111843
150-200,0.814500,174.140930
150-200,0.815500,174.189806
150-200,0.816500,174.236059
150-200,0.817500,174.309015
150-200,0.818500,174.328089
150-200,0.819500,174.358130
150-200,0.820500,174.432993
150-200,0.821500,174.954176
150-200,0.822500,175.058126
150-200,0.823500,175.436974
150-200,0.824500,175.778151
150-200,0.825500,176.122189
150-200,0.826500,176.396132
150-200,0.827500,176.446915
150-200,0.828500,176.523924
150-200,0.829500,176.972866
150-200,0.830500,177.019835
150-200,0.831500,177.151203
150-200,0.832500,177.227020
150-200,0.833500,178.038120
150-200,0.834500,178.076029
150-200,0.835500,178.227186
150-200,0.836500,178.544998
150-200,0.837500,178.783894
150-200,0.838500,179.092169
150-200,0.839500,179.118872
150-200,0.840500,179.383993
150-200,0.841500,179.444790
150-200,0.842500,179.572105
150-200,0.843500,179.653883
150-200,0.844500,179.686069
150-200,0.845500,179.706097
150-200,0.846500,179.789066
150-200,0.847500,180.025101
150-200,0.848500,180.489063
150-200,0.849500,181.148052
150-200,0.850500,181.412935
150-200,0.851500,181.926012
150-200,0.852500,182.079792
150-200,0.853500,182.092905
150-200,0.854500,182.584047
150-200,0.855500,182.764053
150-200,0.856500,183.063984
150-200,0.857500,183.125019
150-200,0.858500,183.156013
150-200,0.859500,183.338165
150-200,0.860500,183.602810
150-200,0.861500,183.701992
150-200,0.862500,183.769941
150-200,0.863500,183.856010
150-200,0.864500,183.958054
150-200,0.865500,184.123039
150-200,0.866500,184.406996
150-200,0.867500,184.535980
150-200,0.868500,184.566975
150-200,0.869500,184.679031
150-200,0.870500,184.821129
150-200,0.871500,185.122013
150-200,0.872500,185.472965
150-200,0.873500,185.600996
150-200,0.874500,185.698986
150-200,0.875500,185.920954
150-200,0.876500,186.116934
150-200,0.877500,186.160088
150-200,0.878500,186.259031
150-200,0.879500,186.367035
150-200,0.880500,186.816931
150-200,0.881500,187.568903
150-200,0.882500,187.885046
150-200,0.883500,188.046932
150-200,0.884500,188.078880
150-200,0.885500,188.685894
150-200,0.886500,188.698053
150-200,0.887500,189.397097
150-200,0.888500,189.640999
150-200,0.889500,189.790010
150-200,0.890500,190.241814
150-200,0.891500,190.243959
150-200,0.892500,190.612078
150-200,0.893500,190.872908
150-200,0.894500,191.562891
150-200,0.895500,192.003012
150-200,0.896500,192.267895
150-200,0.897500,192.293882
150-200,0.898500,192.760944
150-200,0.899500,193.444967
150-200,0.900500,193.504095
150-200,0.901500,193.645000
150-200,0.902500,194.549084
150-200,0.903500,194.766045
150-200,0.904500,195.144892
150-200,0.905500,195.492029
150-200,0.906500,195.546150
150-200,0.907500,195.806026
150-200,0.908500,196.557045
150-200,0.909500,196.799040
150-200,0.910500,196.972132
150-200,0.911500,197.236061
150-200,0.912500,197.326899
150-200,0.913500,197.736979
150-200,0.914500,198.807955
150-200,0.915500,198.989868
150-200,0.916500,199.599028
150-200,0.917500,199.929953
150-200,0.918500,199.989080
150-200,0.919500,200.318813
150-200,0.920500,200.631142
150-200,0.921500,200.747013
150-200,0.922500,201.254129
150-200,0.923500,202.023029
150-200,0.924500,202.273130
150-200,0.925500,202.797890
150-200,0.926500,204.187870
150-200,0.927500,208.916903
150-200,0.928500,246.202946
150-200,0.929500,250.760078
150-200,0.930500,252.388954
150-200,0.931500,253.706932
150-200,0.932500,261.569023
150-200,0.933500,262.720108
150-200,0.934500,268.264055
150-200,0.935500,269.805193
150-200,0.936500,271.386147
150-200,0.937500,271.524906
150-200,0.938500,274.908066
150-200,0.939500,275.197029
150-200,0.940500,277.414083
150-200,0.941500,279.000998
150-200,0.942500,280.503035
150-200,0.943500,283.514023
150-200,0.944500,288.553953
150-200,0.945500,289.879084
150-200,0.946500,290.344954
150-200,0.947500,291.298866
150-200,0.948500,292.667150
150-200,0.949500,292.775154
150-200,0.950500,296.250820
150-200,0.951500,296.628952
150-200,0.952500,297.338009
150-200,0.953500,297.564983
150-200,0.954500,297.925949
150-200,0.955500,299.185991
150-200,0.956500,300.103188
150-200,0.957500,305.186987
150-200,0.958500,307.819128
150-200,0.959500,309.525967
150-200,0.960500,310.407877
150-200,0.961500,311.830044
150-200,0.962500,312.485933
150-200,0.963500,312.788010
150-200,0.964500,313.681841
150-200,0.965500,316.884041
150-200,0.966500,317.102909
150-200,0.967500,318.140984
150-200,0.968500,318.799973
150-200,0.969500,319.614887
150-200,0.970500,319.644928
150-200,0.971500,320.559978
150-200,0.972500,320.842028
150-200,0.973500,322.586060
150-200,0.974500,324.641943
150-200,0.975500,325.029135
150-200,0.976500,326.272011
150-200,0.977500,329.092026
150-200,0.978500,330.884933
150-200,0.979500,333.394051
150-200,0.980500,333.976030
150-200,0.981500,334.547997
150-200,0.982500,334.597826
150-200,0.983500,334.999084
150-200,0.984500,336.016893
150-200,0.985500,338.421106
150-200,0.986500,340.611935
150-200,0.987500,341.333151
