Follower Timeouts, Cumulative Percent, Time to elect Leader
25-50,0.872500,68.315983
25-50,0.873500,68.316936
25-50,0.874500,68.497181
25-50,0.875500,68.835974
25-50,0.876500,69.047928
25-50,0.877500,69.355011
25-50,0.878500,69.523811
25-50,0.879500,69.696903
25-50,0.880500,69.911957
25-50,0.881500,69.923878
25-50,0.882500,70.314169
25-50,0.883500,70.330143
25-50,0.884500,70.422173
25-50,0.885500,70.965052
25-50,0.886500,70.982933
25-50,0.887500,71.305990
25-50,0.888500,71.409941
25-50,0.889500,72.279930
25-50,0.890500,72.427034
25-50,0.891500,72.479963
25-50,0.892500,72.553158
25-50,0.893500,72.555065
25-50,0.894500,72.757006
25-50,0.895500,72.915077
25-50,0.896500,72.982073
25-50,0.897500,73.172092
25-50,0.898500,73.276043
25-50,0.899500,73.328018
25-50,0.900500,73.709011
25-50,0.901500,73.926926
25-50,0.902500,74.101925
25-50,0.903500,74.179888
25-50,0.904500,74.222803
25-50,0.905500,74.244976
25-50,0.906500,74.440956
25-50,0.907500,74.453831
25-50,0.908500,74.965000
25-50,0.909500,75.114965
25-50,0.910500,75.325012
25-50,0.911500,75.587034
25-50,0.912500,75.853109
25-50,0.913500,75.865984
25-50,0.914500,76.263905
25-50,0.915500,76.394081
25-50,0.916500,76.585054
25-50,0.917500,76.648951
25-50,0.918500,76.681137
25-50,0.919500,77.173948
25-50,0.920500,77.264786
25-50,0.921500,77.586889
25-50,0.922500,77.590942
25-50,0.923500,77.641010
25-50,0.924500,77.959061
25-50,0.925500,77.974081
25-50,0.926500,78.016043
25-50,0.927500,78.094006
25-50,0.928500,78.142166
25-50,0.929500,78.619003
25-50,0.930500,78.808784
25-50,0.931500,78.946114
25-50,0.932500,78.968048
25-50,0.933500,78.981161
25-50,0.934500,79.364061
25-50,0.935500,79.586029
25-50,0.936500,79.607010
25-50,0.937500,80.154181
25-50,0.938500,80.263853
25-50,0.939500,80.405951
25-50,0.940500,80.533981
25-50,0.941500,80.729008
25-50,0.942500,80.986977
25-50,0.943500,80.997944
25-50,0.944500,81.171989
25-50,0.945500,81.308842
25-50,0.946500,81.731081
25-50,0.947500,81.866026
25-50,0.948500,82.519054
25-50,0.949500,82.824945
25-50,0.950500,83.149195
25-50,0.951500,83.877087
25-50,0.952500,84.662914
25-50,0.953500,85.325003
25-50,0.954500,85.361004
25-50,0.955500,85.367918
25-50,0.956500,85.566998
25-50,0.957500,85.861921
25-50,0.958500,85.967064
25-50,0.959500,86.486816
25-50,0.960500,86.688042
25-50,0.961500,86.733103
25-50,0.962500,89.120150
25-50,0.963500,89.596987
25-50,0.964500,89.603186
25-50,0.965500,90.415955
25-50,0.966500,90.651989
25-50,0.967500,91.479063
25-50,0.968500,93.080044
25-50,0.969500,93.262911
25-50,0.970500,93.550920
25-50,0.971500,93.553066
25-50,0.972500,94.054937
25-50,0.973500,94.799042
25-50,0.974500,96.130133
25-50,0.975500,98.559856
25-50,0.976500,99.292994
25-50,0.977500,99.965096
25-50,0.978500,101.377964
25-50,0.979500,101.795912
25-50,0.980500,101.897955
25-50,0.981500,103.170872
25-50,0.982500,105.209112
25-50,0.983500,108.022928
25-50,0.984500,109.395981
25-50,0.985500,111.854076
25-50,0.986500,116.287947
25-50,0.987500,116.938114
25-50,0.988500,117.399931
25-50,0.989500,118.010998
25-50,0.990500,118.871927
25-50,0.991500,122.229099
25-50,0.992500,131.088018
25-50,0.993500,136.636972
25-50,0.994500,145.058870
25-50,0.995500,152.390003
25-50,0.996500,168.666840
25-50,0.997500,210.407019
25-50,0.998500,272.001028
25-50,0.999500,276.322842
50-100,0.000500,37.115812
50-100,0.001500,37.256956
50-100,0.002500,37.300825
50-100,0.003500,37.473202
50-100,0.004500,37.719011
50-100,0.005500,37.781000
50-100,0.006500,38.362026
50-100,0.007500,38.564920
50-100,0.008500,38.621187
50-100,0.009500,38.836002
50-100,0.010500,39.072037
50-100,0.011500,39.333820
50-100,0.012500,39.491892
50-100,0.013500,39.599895
50-100,0.014500,40.168047
50-100,0.015500,40.261030
50-100,0.016500,40.306091
50-100,0.017500,40.354013
50-100,0.018500,40.498018
50-100,0.019500,41.146040
50-100,0.020500,41.238070
50-100,0.021500,41.243076
50-100,0.022500,41.532993
50-100,0.023500,41.677952
50-100,0.024500,41.728973
50-100,0.025500,41.799784
50-100,0.026500,41.935205
50-100,0.027500,42.089939
50-100,0.028500,42.243004
50-100,0.029500,42.551994
50-100,0.030500,42.573929
50-100,0.031500,42.577028
50-100,0.032500,42.829990
50-100,0.033500,43.128014
50-100,0.034500,43.248892
50-100,0.035500,43.303013
50-100,0.036500,43.339968
50-100,0.037500,43.405056
50-100,0.038500,43.414116
50-100,0.039500,43.427944
50-100,0.040500,43.478012
50-100,0.041500,43.651819
50-100,0.042500,43.745995
50-100,0.043500,43.796062
50-100,0.044500,43.824911
50-100,0.045500,43.836832
50-100,0.046500,43.915033
50-100,0.047500,44.018030
50-100,0.048500,44.067144
50-100,0.049500,44.097900
50-100,0.050500,44.108152
50-100,0.051500,44.368982
50-100,0.052500,44.441938
50-100,0.053500,44.469118
50-100,0.054500,44.612885
50-100,0.055500,44.657946
50-100,0.056500,44.816017
50-100,0.057500,44.871807
50-100,0.058500,44.910192
50-100,0.059500,44.912815
50-100,0.060500,44.959068
50-100,0.061500,45.024872
50-100,0.062500,45.115948
50-100,0.063500,45.140982
50-100,0.064500,45.362949
50-100,0.065500,45.366049
50-100,0.066500,45.454025
50-100,0.067500,45.506001
50-100,0.068500,45.525074
50-100,0.069500,45.721054
50-100,0.070500,45.726061
50-100,0.071500,45.993090
50-100,0.072500,46.004057
50-100,0.073500,46.017885
50-100,0.074500,46.050072
50-100,0.075500,46.069145
50-100,0.076500,46.139956
50-100,0.077500,46.190023
50-100,0.078500,46.217918
50-100,0.079500,46.265125
50-100,0.080500,46.276093
50-100,0.081500,46.278000
50-100,0.082500,46.314955
50-100,0.083500,46.427011
50-100,0.084500,46.542883
50-100,0.085500,46.571016
50-100,0.086500,46.581984
50-100,0.087500,46.678782
50-100,0.088500,46.689987
50-100,0.089500,46.849012
50-100,0.090500,46.850920
50-100,0.091500,46.952009
50-100,0.092500,46.965837
50-100,0.093500,47.008991
50-100,0.094500,47.013998
50-100,0.095500,47.137022
50-100,0.096500,47.211885
50-100,0.097500,47.230005
50-100,0.098500,47.390938
50-100,0.099500,47.460794
50-100,0.100500,47.518969
50-100,0.101500,47.537088
50-100,0.102500,47.566891
50-100,0.103500,47.672033
50-100,0.104500,47.706127
50-100,0.105500,48.013926
50-100,0.106500,48.038960
50-100,0.107500,48.105001
50-100,0.108500,48.106909
50-100,0.109500,48.120975
50-100,0.110500,48.135996
50-100,0.111500,48.247099
50-100,0.112500,48.336029
50-100,0.113500,48.379898
50-100,0.114500,48.666000
50-100,0.115500,48.687935
50-100,0.116500,48.693895
50-100,0.117500,48.702002
50-100,0.118500,48.717022
50-100,0.119500,48.725128
50-100,0.120500,48.897028
50-100,0.121500,48.957109
50-100,0.122500,48.993111
50-100,0.123500,49.474001
50-100,0.124500,49.610853
50-100,0.125500,49.616098
50-100,0.126500,49.623013
50-100,0.127500,49.741983
50-100,0.128500,49.800158
50-100,0.129500,49.802065
50-100,0.130500,49.884081
50-100,0.131500,49.894094
50-100,0.132500,49.958944
50-100,0.133500,50.093889
50-100,0.134500,50.113916
50-100,0.135500,50.201893
50-100,0.136500,50.220013
50-100,0.137500,50.270081
50-100,0.138500,50.324202
50-100,0.139500,50.348997
50-100,0.140500,50.355911
50-100,0.141500,50.356150
50-100,0.142500,50.423145
50-100,0.143500,50.436020
50-100,0.144500,50.449133
50-100,0.145500,50.485134
50-100,0.146500,50.515175
50-100,0.147500,50.585032
50-100,0.148500,50.637960
50-100,0.149500,50.710917
50-100,0.150500,50.717831
50-100,0.151500,50.868988
50-100,0.152500,51.120043
50-100,0.153500,51.322937
50-100,0.154500,51.466942
50-100,0.155500,51.512003
50-100,0.156500,51.662922
50-100,0.157500,51.714897
50-100,0.158500,51.717997
50-100,0.159500,51.742792
50-100,0.160500,51.752090
50-100,0.161500,51.759005
50-100,0.162500,51.784992
50-100,0.163500,51.953077
50-100,0.164500,52.019119
50-100,0.165500,52.098036
50-100,0.166500,52.103996
50-100,0.167500,52.116156
50-100,0.168500,52.145004
50-100,0.169500,52.206993
50-100,0.170500,52.245140
50-100,0.171500,52.330017
50-100,0.172500,52.378178
50-100,0.173500,52.388906
50-100,0.174500,52.463055
50-100,0.175500,52.518129
50-100,0.176500,52.526951
50-100,0.177500,52.580833
50-100,0.178500,52.632093
50-100,0.179500,52.660942
50-100,0.180500,52.809000
50-100,0.181500,52.902937
50-100,0.182500,52.952051
50-100,0.183500,52.993059
50-100,0.184500,53.005934
50-100,0.185500,53.100824
50-100,0.186500,53.136110
50-100,0.187500,53.170919
50-100,0.188500,53.218126
50-100,0.189500,53.261042
50-100,0.190500,53.266048
50-100,0.191500,53.354025
50-100,0.192500,53.363085
50-100,0.193500,53.653955
50-100,0.194500,53.717136
50-100,0.195500,53.733110
50-100,0.196500,53.743124
50-100,0.197500,53.833008
50-100,0.198500,53.968906
50-100,0.199500,53.992033
50-100,0.200500,54.018974
50-100,0.201500,54.028034
50-100,0.202500,54.042816
50-100,0.203500,54.064989
50-100,0.204500,54.114103
50-100,0.205500,54.122925
50-100,0.206500,54.174900
50-100,0.207500,54.249048
50-100,0.208500,54.307938
50-100,0.209500,54.327965
50-100,0.210500,54.339170
50-100,0.211500,54.428101
50-100,0.212500,54.473877
50-100,0.213500,54.481030
50-100,0.214500,54.494143
50-100,0.215500,54.569006
50-100,0.216500,54.569960
50-100,0.217500,54.591894
50-100,0.218500,54.673910
50-100,0.219500,54.713011
50-100,0.220500,54.854870
50-100,0.221500,54.924965
50-100,0.222500,54.949045
50-100,0.223500,54.977179
50-100,0.224500,54.979086
50-100,0.225500,54.996014
50-100,0.226500,55.033922
50-100,0.227500,55.037975
50-100,0.228500,55.094004
50-100,0.229500,55.171967
50-100,0.230500,55.207014
50-100,0.231500,55.258036
50-100,0.232500,55.444002
50-100,0.233500,55.466175
50-100,0.234500,55.503845
50-100,0.235500,55.550098
50-100,0.236500,55.552959
50-100,0.237500,55.618048
50-100,0.238500,55.654049
50-100,0.239500,55.768013
50-100,0.240500,55.860996
50-100,0.241500,55.862188
50-100,0.242500,55.868149
50-100,0.243500,55.881977
50-100,0.244500,55.941105
50-100,0.245500,55.945158
50-100,0.246500,55.969954
50-100,0.247500,55.970907
50-100,0.248500,56.002140
50-100,0.249500,56.028128
50-100,0.250500,56.102991
50-100,0.251500,56.243896
50-100,0.252500,56.265831
50-100,0.253500,56.413174
50-100,0.254500,56.499004
50-100,0.255500,56.620836
50-100,0.256500,56.646109
50-100,0.257500,56.667805
50-100,0.258500,56.713104
50-100,0.259500,56.742191
50-100,0.260500,56.746006
50-100,0.261500,56.923151
50-100,0.262500,56.977034
50-100,0.263500,56.984901
50-100,0.264500,56.993008
50-100,0.265500,57.043076
50-100,0.266500,57.056904
50-100,0.267500,57.113171
50-100,0.268500,57.116985
50-100,0.269500,57.121038
50-100,0.270500,57.151079
50-100,0.271500,57.208061
50-100,0.272500,57.215929
50-100,0.273500,57.427168
50-100,0.274500,57.447195
50-100,0.275500,57.482004
50-100,0.276500,57.599068
50-100,0.277500,57.662010
50-100,0.278500,57.682991
50-100,0.279500,57.682991
50-100,0.280500,57.691097
50-100,0.281500,57.755947
50-100,0.282500,57.756901
50-100,0.283500,57.806969
50-100,0.284500,57.806969
50-100,0.285500,57.819128
50-100,0.286500,57.852983
50-100,0.287500,57.897091
50-100,0.288500,57.987928
50-100,0.289500,58.044910
50-100,0.290500,58.097839
50-100,0.291500,58.130980
50-100,0.292500,58.224916
50-100,0.293500,58.259964
50-100,0.294500,58.289051
50-100,0.295500,58.305979
50-100,0.296500,58.345079
50-100,0.297500,58.425188
50-100,0.298500,58.438063
50-100,0.299500,58.475018
50-100,0.300500,58.499098
50-100,0.301500,58.547974
50-100,0.302500,58.591127
50-100,0.303500,58.604956
50-100,0.304500,58.682919
50-100,0.305500,58.700085
50-100,0.306500,58.728933
50-100,0.307500,58.728933
50-100,0.308500,58.752060
50-100,0.309500,58.851004
50-100,0.310500,58.853865
50-100,0.311500,58.932066
50-100,0.312500,59.069157
50-100,0.313500,59.090853
50-100,0.314500,59.130907
50-100,0.315500,59.173822
50-100,0.316500,59.187174
50-100,0.317500,59.245110
50-100,0.318500,59.301853
50-100,0.319500,59.396029
50-100,0.320500,59.546947
50-100,0.321500,59.556961
50-100,0.322500,59.560061
50-100,0.323500,59.656858
50-100,0.324500,59.745073
50-100,0.325500,59.752941
50-100,0.326500,59.857130
50-100,0.327500,59.859991
50-100,0.328500,59.891939
50-100,0.329500,59.927940
50-100,0.330500,59.942007
50-100,0.331500,59.961081
50-100,0.332500,60.005188
50-100,0.333500,60.029030
50-100,0.334500,60.050011
50-100,0.335500,60.075998
50-100,0.336500,60.088873
50-100,0.337500,60.120106
50-100,0.338500,60.133934
50-100,0.339500,60.142040
50-100,0.340500,60.147047
50-100,0.341500,60.153961
50-100,0.342500,60.162067
50-100,0.343500,60.172081
50-100,0.344500,60.192108
50-100,0.345500,60.235023
50-100,0.346500,60.238123
50-100,0.347500,60.273886
50-100,0.348500,60.286999
50-100,0.349500,60.313940
50-100,0.350500,60.320139
50-100,0.351500,60.399055
50-100,0.352500,60.415030
50-100,0.353500,60.479164
50-100,0.354500,60.513973
50-100,0.355500,60.518980
50-100,0.356500,60.568094
50-100,0.357500,60.595036
50-100,0.358500,60.618877
50-100,0.359500,60.651064
50-100,0.360500,60.687065
50-100,0.361500,60.739994
50-100,0.362500,60.751915
50-100,0.363500,60.816050
50-100,0.364500,60.850859
50-100,0.365500,60.859919
50-100,0.366500,60.930014
50-100,0.367500,60.930014
50-100,0.368500,60.940027
50-100,0.369500,60.966969
50-100,0.370500,60.984135
50-100,0.371500,60.984850
50-100,0.372500,61.007977
50-100,0.373500,61.074018
50-100,0.374500,61.181068
50-100,0.375500,61.211824
50-100,0.376500,61.268091
50-100,0.377500,61.278105
50-100,0.378500,61.392069
50-100,0.379500,61.402082
50-100,0.380500,61.436892
50-100,0.381500,61.467886
50-100,0.382500,61.486959
50-100,0.383500,61.578989
50-100,0.384500,61.597824
50-100,0.385500,61.609030
50-100,0.386500,61.626911
50-100,0.387500,61.700106
50-100,0.388500,61.743975
50-100,0.389500,61.822891
50-100,0.390500,61.866999
50-100,0.391500,61.868906
50-100,0.392500,61.901093
50-100,0.393500,61.954021
50-100,0.394500,61.966896
50-100,0.395500,61.989069
50-100,0.396500,62.004089
50-100,0.397500,62.008142
50-100,0.398500,62.010050
50-100,0.399500,62.043905
50-100,0.400500,62.073946
50-100,0.401500,62.173128
50-100,0.402500,62.179804
50-100,0.403500,62.238932
50-100,0.404500,62.239885
50-100,0.405500,62.240124
50-100,0.406500,62.294960
50-100,0.407500,62.327147
50-100,0.408500,62.448025
50-100,0.409500,62.508106
50-100,0.410500,62.510014
50-100,0.411500,62.540054
50-100,0.412500,62.582016
50-100,0.413500,62.595129
50-100,0.414500,62.618017
50-100,0.415500,62.628984
50-100,0.416500,62.662840
50-100,0.417500,62.671900
50-100,0.418500,62.674999
50-100,0.419500,62.739849
50-100,0.420500,62.758207
50-100,0.421500,62.762976
50-100,0.422500,62.812090
50-100,0.423500,62.849045
50-100,0.424500,62.905073
50-100,0.425500,62.909126
50-100,0.426500,63.018084
50-100,0.427500,63.043833
50-100,0.428500,63.156128
50-100,0.429500,63.220978
50-100,0.430500,63.265085
50-100,0.431500,63.283920
50-100,0.432500,63.524008
50-100,0.433500,63.524961
50-100,0.434500,63.659906
50-100,0.435500,63.764811
50-100,0.436500,63.828945
50-100,0.437500,63.843966
50-100,0.438500,63.850880
50-100,0.439500,63.873053
50-100,0.440500,63.882828
50-100,0.441500,63.939095
50-100,0.442500,64.002037
50-100,0.443500,64.012051
50-100,0.444500,64.069033
50-100,0.445500,64.102173
50-100,0.446500,64.132929
50-100,0.447500,64.141035
50-100,0.448500,64.149141
50-100,0.449500,64.193010
50-100,0.450500,64.214945
50-100,0.451500,64.249039
50-100,0.452500,64.522982
50-100,0.453500,64.533949
50-100,0.454500,64.562082
50-100,0.455500,64.577818
50-100,0.456500,64.588070
50-100,0.457500,64.639807
50-100,0.458500,64.718008
50-100,0.459500,64.773083
50-100,0.460500,64.788818
50-100,0.461500,64.831972
50-100,0.462500,64.877987
50-100,0.463500,65.098047
50-100,0.464500,65.130949
50-100,0.465500,65.223932
50-100,0.466500,65.336943
50-100,0.467500,65.419912
50-100,0.468500,65.428972
50-100,0.469500,65.476894
50-100,0.470500,65.495014
50-100,0.471500,65.541983
50-100,0.472500,65.543890
50-100,0.473500,65.616846
50-100,0.474500,65.741062
50-100,0.475500,65.751076
50-100,0.476500,65.778017
50-100,0.477500,65.920115
50-100,0.478500,65.978050
50-100,0.479500,65.981865
50-100,0.480500,65.993071
50-100,0.481500,66.001892
50-100,0.482500,66.017151
50-100,0.483500,66.044807
50-100,0.484500,66.136837
50-100,0.485500,66.152096
50-100,0.486500,66.162109
50-100,0.487500,66.167831
50-100,0.488500,66.236973
50-100,0.489500,66.259861
50-100,0.490500,66.290855
50-100,0.491500,66.303015
50-100,0.492500,66.318989
50-100,0.493500,66.336155
50-100,0.494500,66.359043
50-100,0.495500,66.443920
50-100,0.496500,66.492081
50-100,0.497500,66.582918
50-100,0.498500,66.633940
50-100,0.499500,66.652060
50-100,0.500500,66.668034
50-100,0.501500,66.711187
50-100,0.502500,66.756010
50-100,0.503500,66.787004
50-100,0.504500,66.848040
50-100,0.505500,66.868067
50-100,0.506500,66.895962
50-100,0.507500,66.905022
50-100,0.508500,66.969872
50-100,0.509500,67.000866
50-100,0.510500,67.034960
50-100,0.511500,67.046881
50-100,0.512500,67.049026
50-100,0.513500,67.111015
50-100,0.514500,67.200899
50-100,0.515500,67.203999
50-100,0.516500,67.448139
50-100,0.517500,67.470074
50-100,0.518500,67.481041
50-100,0.519500,67.482948
50-100,0.520500,67.548037
50-100,0.521500,67.551136
50-100,0.522500,67.595005
50-100,0.523500,67.598104
50-100,0.524500,67.721844
50-100,0.525500,67.749977
50-100,0.526500,67.756176
50-100,0.527500,67.836046
50-100,0.528500,67.878962
50-100,0.529500,67.889214
50-100,0.530500,67.910910
50-100,0.531500,67.922115
50-100,0.532500,67.948103
50-100,0.533500,67.951202
50-100,0.534500,68.004131
50-100,0.535500,68.022013
50-100,0.536500,68.053007
50-100,0.537500,68.060875
50-100,0.538500,68.087101
50-100,0.539500,68.161964
50-100,0.540500,68.190098
50-100,0.541500,68.239212
50-100,0.542500,68.245888
50-100,0.543500,68.248034
50-100,0.544500,68.294048
50-100,0.545500,68.459034
50-100,0.546500,68.468094
50-100,0.547500,68.519115
50-100,0.548500,68.542004
50-100,0.549500,68.614960
50-100,0.550500,68.689108
50-100,0.551500,68.721056
50-100,0.552500,68.758965
50-100,0.553500,68.796158
50-100,0.554500,68.815947
50-100,0.555500,68.815947
50-100,0.556500,68.825006
50-100,0.557500,68.876982
50-100,0.558500,68.877935
50-100,0.559500,68.897963
50-100,0.560500,69.020987
50-100,0.561500,69.039106
50-100,0.562500,69.049835
50-100,0.563500,69.199800
50-100,0.564500,69.210052
50-100,0.565500,69.282055
50-100,0.566500,69.298029
50-100,0.567500,69.321156
50-100,0.568500,69.427967
50-100,0.569500,69.458008
50-100,0.570500,69.473028
50-100,0.571500,69.484949
50-100,0.572500,69.496870
50-100,0.573500,69.555998
50-100,0.574500,69.629192
50-100,0.575500,69.708109
50-100,0.576500,69.727182
50-100,0.577500,69.746017
50-100,0.578500,69.765806
50-100,0.579500,69.778919
50-100,0.580500,69.885015
50-100,0.581500,69.955111
50-100,0.582500,69.962025
50-100,0.583500,69.993019
50-100,0.584500,70.063114
50-100,0.585500,70.080996
50-100,0.586500,70.101976
50-100,0.587500,70.176840
50-100,0.588500,70.266962
50-100,0.589500,70.382833
50-100,0.590500,70.487022
50-100,0.591500,70.504904
50-100,0.592500,70.516109
50-100,0.593500,70.533037
50-100,0.594500,70.696115
50-100,0.595500,70.744991
50-100,0.596500,70.755005
50-100,0.597500,70.769787
50-100,0.598500,70.816040
50-100,0.599500,70.840836
50-100,0.600500,70.914030
50-100,0.601500,70.987940
50-100,0.602500,71.031094
50-100,0.603500,71.047068
50-100,0.604500,71.187019
50-100,0.605500,71.228981
50-100,0.606500,71.259022
50-100,0.607500,71.268082
50-100,0.608500,71.348906
50-100,0.609500,71.350098
50-100,0.610500,71.499109
50-100,0.611500,71.523905
50-100,0.612500,71.555138
50-100,0.613500,71.593046
50-100,0.614500,71.624994
50-100,0.615500,71.713209
50-100,0.616500,71.739912
50-100,0.617500,71.753025
50-100,0.618500,71.753979
50-100,0.619500,71.833134
50-100,0.620500,71.927071
50-100,0.621500,72.005987
50-100,0.622500,72.068930
50-100,0.623500,72.096109
50-100,0.624500,72.108030
50-100,0.625500,72.168112
50-100,0.626500,72.193861
50-100,0.627500,72.199106
50-100,0.628500,72.308064
50-100,0.629500,72.345018
50-100,0.630500,72.350025
50-100,0.631500,72.484016
50-100,0.632500,72.495937
50-100,0.633500,72.523832
50-100,0.634500,72.523832
50-100,0.635500,72.528124
50-100,0.636500,72.550058
50-100,0.637500,72.572947
50-100,0.638500,72.598934
50-100,0.639500,72.717905
50-100,0.640500,72.815180
50-100,0.641500,72.818041
50-100,0.642500,72.860003
50-100,0.643500,72.901011
50-100,0.644500,72.985172
50-100,0.645500,72.995186
50-100,0.646500,73.017120
50-100,0.647500,73.036194
50-100,0.648500,73.106050
50-100,0.649500,73.165894
50-100,0.650500,73.247910
50-100,0.651500,73.256016
50-100,0.652500,73.260069
50-100,0.653500,73.386192
50-100,0.654500,73.410034
50-100,0.655500,73.428154
50-100,0.656500,73.546886
50-100,0.657500,73.555946
50-100,0.658500,73.677063
50-100,0.659500,73.708057
50-100,0.660500,73.754072
50-100,0.661500,73.781967
50-100,0.662500,73.950052
50-100,0.663500,73.969841
50-100,0.664500,73.991060
50-100,0.665500,74.124098
50-100,0.666500,74.140072
50-100,0.667500,74.256182
50-100,0.668500,74.285984
50-100,0.669500,74.326038
50-100,0.670500,74.441910
50-100,0.671500,74.584007
50-100,0.672500,74.611902
50-100,0.673500,74.675083
50-100,0.674500,74.695110
50-100,0.675500,74.774027
50-100,0.676500,74.775934
50-100,0.677500,74.791193
50-100,0.678500,74.838877
50-100,0.679500,74.926138
50-100,0.680500,74.928045
50-100,0.681500,75.094938
50-100,0.682500,75.144053
50-100,0.683500,75.149059
50-100,0.684500,75.182915
50-100,0.685500,75.201988
50-100,0.686500,75.491905
50-100,0.687500,75.635195
50-100,0.688500,75.649977
50-100,0.689500,75.804949
50-100,0.690500,75.900793
50-100,0.691500,75.938940
50-100,0.692500,75.991154
50-100,0.693500,76.036930
50-100,0.694500,76.071024
50-100,0.695500,76.244831
50-100,0.696500,76.261997
50-100,0.697500,76.338053
50-100,0.698500,76.483011
50-100,0.699500,76.486826
50-100,0.700500,76.620102
50-100,0.701500,76.637983
50-100,0.702500,76.694965
50-100,0.703500,76.697111
50-100,0.704500,76.795101
50-100,0.705500,77.007055
50-100,0.706500,77.016830
50-100,0.707500,77.054977
50-100,0.708500,77.069998
50-100,0.709500,77.080011
50-100,0.710500,77.082157
50-100,0.711500,77.088118
50-100,0.712500,77.132940
50-100,0.713500,77.152967
50-100,0.714500,77.170849
50-100,0.715500,77.185869
50-100,0.716500,77.375889
50-100,0.717500,77.375889
50-100,0.718500,77.385902
50-100,0.719500,77.397108
50-100,0.720500,77.501059
50-100,0.721500,77.690840
50-100,0.722500,77.734947
50-100,0.723500,77.802896
50-100,0.724500,77.841997
50-100,0.725500,77.855110
50-100,0.726500,77.872992
50-100,0.727500,77.879906
50-100,0.728500,77.969790
50-100,0.729500,77.990055
50-100,0.730500,78.011990
50-100,0.731500,78.200102
50-100,0.732500,78.204155
50-100,0.733500,78.233004
50-100,0.734500,78.278065
50-100,0.735500,78.312874
50-100,0.736500,78.374863
50-100,0.737500,78.425884
50-100,0.738500,78.687906
50-100,0.739500,78.719854
50-100,0.740500,78.824043
50-100,0.741500,78.834057
50-100,0.742500,78.886986
50-100,0.743500,79.035044
50-100,0.744500,79.056025
50-100,0.745500,79.105139
50-100,0.746500,79.132080
50-100,0.747500,79.181194
50-100,0.748500,79.331160
50-100,0.749500,79.391956
50-100,0.750500,79.466105
50-100,0.751500,79.468966
50-100,0.752500,79.530001
50-100,0.753500,79.736948
50-100,0.754500,79.903841
50-100,0.755500,80.060005
50-100,0.756500,80.073118
50-100,0.757500,80.090046
50-100,0.758500,80.116987
50-100,0.759500,80.177069
50-100,0.760500,80.413818
50-100,0.761500,80.446005
50-100,0.762500,80.605984
50-100,0.763500,80.636978
50-100,0.764500,80.641031
50-100,0.765500,80.835819
50-100,0.766500,80.893993
50-100,0.767500,80.949068
50-100,0.768500,81.032991
50-100,0.769500,81.071138
50-100,0.770500,81.252098
50-100,0.771500,81.263065
50-100,0.772500,81.355095
50-100,0.773500,81.385851
50-100,0.774500,81.433058
50-100,0.775500,81.484079
50-100,0.776500,81.562042
50-100,0.777500,81.562996
50-100,0.778500,81.650972
50-100,0.779500,81.735134
50-100,0.780500,81.757069
50-100,0.781500,82.021952
50-100,0.782500,82.140923
50-100,0.783500,82.188129
50-100,0.784500,82.388878
50-100,0.785500,82.456112
50-100,0.786500,82.511902
50-100,0.787500,82.750082
50-100,0.788500,83.177090
50-100,0.789500,83.215952
50-100,0.790500,83.325148
50-100,0.791500,83.353043
50-100,0.792500,83.451986
50-100,0.793500,83.480120
50-100,0.794500,83.533049
50-100,0.795500,83.597898
50-100,0.796500,83.642960
50-100,0.797500,83.663940
50-100,0.798500,83.736897
50-100,0.799500,83.901882
50-100,0.800500,83.921909
50-100,0.801500,83.939075
50-100,0.802500,84.059000
50-100,0.803500,84.366083
50-100,0.804500,84.422112
50-100,0.805500,84.501028
50-100,0.806500,84.561110
50-100,0.807500,84.637880
50-100,0.808500,84.758997
50-100,0.809500,84.870815
50-100,0.810500,84.878922
50-100,0.811500,84.917068
50-100,0.812500,84.973097
50-100,0.813500,85.011959
50-100,0.814500,85.356951
50-100,0.815500,85.358143
50-100,0.816500,85.672140
50-100,0.817500,85.679054
50-100,0.818500,85.772038
50-100,0.819500,85.774899
50-100,0.820500,85.918903
50-100,0.821500,86.182117
50-100,0.822500,86.251020
50-100,0.823500,86.466074
50-100,0.824500,86.480141
50-100,0.825500,86.769104
50-100,0.826500,86.788893
50-100,0.827500,86.848974
50-100,0.828500,86.914062
50-100,0.829500,86.992025
50-100,0.830500,87.042093
50-100,0.831500,87.141991
50-100,0.832500,87.425947
50-100,0.833500,87.427855
50-100,0.834500,87.710142
50-100,0.835500,87.808847
50-100,0.836500,87.835073
50-100,0.837500,87.857008
50-100,0.838500,87.927103
50-100,0.839500,88.038206
50-100,0.840500,88.173866
50-100,0.841500,88.219881
50-100,0.842500,88.240862
50-100,0.843500,88.551044
50-100,0.844500,88.626146
50-100,0.845500,88.733912
50-100,0.846500,88.809967
50-100,0.847500,88.816166
50-100,0.848500,88.870049
50-100,0.849500,88.874817
50-100,0.850500,88.886976
50-100,0.851500,88.909149
50-100,0.852500,88.934183
50-100,0.853500,89.061022
50-100,0.854500,89.210987
50-100,0.855500,89.298964
50-100,0.856500,89.534998
50-100,0.857500,89.632034
50-100,0.858500,89.731932
50-100,0.859500,89.800119
50-100,0.860500,89.810848
50-100,0.861500,89.817047
50-100,0.862500,89.995146
50-100,0.863500,90.014219
50-100,0.864500,90.087175
50-100,0.865500,90.104818
50-100,0.866500,90.152025
50-100,0.867500,90.168953
50-100,0.868500,90.296030
50-100,0.869500,90.389967
