143, 10
142, 13
151, 13
128, 22
119, 11
127, 7
143, 8
145, 24
109, 8
152, 8
107, 23
157, 8
122, 15
131, 8
124, 8
126, 15
106, 11
135, 16
149, 16
118, 8
135, 16
139, 8
110, 8
147, 16
120, 24
104, 15
157, 16
487, 64
152, 16
148, 8
88, 8
114, 8
104, 16
116, 24
164, 16
129, 8
161, 8
161, 16
142, 8
158, 24
162, 8
120, 16
139, 24
90, 15
137, 16
158, 8
123, 8
109, 12
120, 8
115, 7
154, 24
112, 8
107, 16
138, 8
316, 32
174, 16
152, 8
131, 6
143, 11
107, 16
142, 24
168, 14
113, 19
96, 8
140, 8
147, 16
98, 8
169, 24
149, 12
160, 16
117, 14
123, 8
155, 12
123, 24
97, 8
108, 8
120, 7
106, 8
96, 16
133, 8
117, 16
171, 16
129, 7
157, 15
135, 8
173, 16
149, 16
155, 8
280, 40
125, 16
156, 13
147, 8
144, 7
114, 7
132, 8
148, 8
163, 15
150, 16
160, 8
137, 24
133, 24
168, 13
130, 14
108, 7
149, 12
110, 8
129, 8
90, 7
93, 15
97, 16
111, 15
151, 8
118, 8
131, 8
144, 8
168, 14
133, 16
114, 8
164, 14
106, 7
127, 15
106, 14
143, 8
114, 8
130, 16
121, 7
146, 16
158, 16
138, 8
138, 8
147, 16
142, 8
336, 32
418, 55
294, 40
163, 16
153, 8
144, 14
103, 7
170, 15
187, 16
144, 8
100, 8
160, 8
157, 15
124, 16
150, 24
102, 16
153, 8
174, 16
137, 16
140, 8
152, 8
103, 15
127, 16
157, 8
120, 16
106, 7
164, 8
131, 11
156, 11
119, 16
166, 11
115, 7
98, 6
161, 8
98, 7
107, 15
132, 7
158, 7
117, 13
140, 21
114, 6
159, 22
125, 23
90, 8
330, 32
119, 24
88, 8
136, 12
102, 7
104, 8
109, 16
127, 8
108, 15
153, 16
118, 24
100, 12
123, 8
117, 16
148, 16
137, 8
127, 8
93, 8
90, 16
151, 8
125, 24
137, 8
95, 7
118, 8
167, 16
149, 16
115, 8
149, 13
114, 8
109, 8
131, 7
280, 40
89, 16
