45, 24
27, 13
40, 21
34, 23
47, 13
33, 8
33, 13
25, 12
99, 56
37, 16
30, 16
34, 11
34, 21
27, 8
33, 7
31, 23
36, 14
36, 15
65, 40
39, 8
34, 8
24, 8
37, 13
38, 8
41, 16
18, 13
32, 13
37, 16
36, 16
26, 14
24, 15
26, 6
34, 16
32, 16
26, 7
31, 12
75, 39
25, 13
95, 47
37, 13
36, 11
31, 14
25, 8
42, 20
31, 8
94, 47
18, 6
31, 8
32, 7
36, 16
31, 22
32, 8
34, 8
33, 13
27, 12
43, 22
22, 8
26, 8
27, 8
32, 17
26, 8
134, 96
36, 16
33, 8
26, 8
23, 8
30, 8
34, 15
79, 40
35, 16
28, 16
68, 32
34, 14
40, 16
32, 13
37, 15
61, 30
30, 16
65, 32
29, 7
61, 40
101, 56
21, 12
29, 8
26, 18
27, 8
35, 16
30, 24
40, 24
29, 12
35, 8
39, 24
39, 16
24, 7
43, 16
65, 32
30, 12
80, 48
39, 16
32, 13
22, 7
102, 56
33, 15
33, 8
38, 16
28, 20
32, 16
24, 7
39, 16
58, 32
24, 14
34, 14
34, 8
27, 10
30, 10
37, 15
25, 15
18, 12
32, 8
32, 13
65, 40
33, 8
36, 13
26, 7
38, 16
33, 16
41, 15
75, 40
31, 16
97, 80
45, 24
42, 12
31, 8
28, 8
33, 11
28, 8
32, 8
33, 16
25, 16
28, 16
42, 16
26, 12
33, 8
35, 8
99, 40
32, 10
31, 8
30, 8
30, 8
27, 7
30, 13
32, 15
32, 8
37, 24
37, 21
33, 15
31, 8
34, 16
30, 11
92, 48
23, 16
58, 32
39, 15
35, 7
27, 20
35, 16
21, 13
34, 8
57, 40
29, 20
39, 23
41, 23
24, 15
29, 16
28, 7
38, 8
71, 39
37, 15
37, 8
33, 7
33, 16
29, 8
30, 15
35, 11
37, 24
28, 7
35, 16
23, 8
32, 8
28, 16
106, 56
37, 15
36, 8
34, 15
47, 8
39, 16
30, 10
38, 12
92, 62
33, 16
33, 16
62, 56
35, 8
46, 16
34, 16
26, 14
36, 16
42, 7
31, 15
32, 8
28, 8
78, 48
38, 16
32, 15
26, 8
71, 40
94, 47
27, 14
64, 32
29, 7
40, 16
29, 16
33, 15
23, 8
33, 8
73, 40
37, 16
26, 8
36, 7
29, 7
24, 21
31, 13
23, 15
37, 16
42, 16
28, 12
63, 32
32, 6
32, 7
43, 16
33, 8
27, 7
29, 7
33, 8
32, 16
43, 15
38, 8
33, 17
31, 8
33, 8
33, 8
37, 16
35, 11
33, 24
39, 16
38, 8
36, 16
41, 15
25, 8
34, 11
26, 12
26, 8
29, 24
31, 16
33, 13
39, 10
128, 80
29, 8
29, 8
31, 14
30, 15
31, 16
35, 15
70, 56
35, 13
25, 8
42, 16
38, 16
35, 24
29, 16
36, 14
68, 32
36, 12
38, 8
28, 13
37, 13
35, 15
41, 15
25, 8
27, 15
30, 19
42, 16
33, 16
35, 7
32, 8
34, 15
21, 7
33, 8
33, 16
32, 19
33, 12
30, 12
40, 13
33, 14
39, 16
134, 88
34, 24
26, 12
26, 8
29, 14
23, 15
31, 12
33, 24
41, 16
34, 13
22, 12
45, 16
43, 13
27, 15
82, 38
32, 16
31, 24
31, 16
43, 16
47, 16
94, 56
42, 16
31, 24
33, 16
24, 7
30, 14
73, 48
28, 14
32, 8
43, 23
28, 8
33, 15
30, 7
31, 23
28, 11
67, 32
36, 13
35, 16
23, 16
29, 8
38, 8
36, 8
42, 15
34, 7
29, 8
37, 15
32, 16
40, 8
25, 14
37, 23
26, 14
41, 24
62, 46
41, 22
28, 14
31, 15
23, 14
34, 8
30, 8
36, 16
36, 15
67, 40
108, 64
31, 15
34, 23
34, 8
42, 16
28, 8
21, 11
42, 22
31, 8
35, 15
35, 11
71, 40
29, 16
42, 8
29, 16
35, 8
31, 12
26, 8
27, 16
94, 48
26, 8
29, 6
39, 16
38, 21
26, 16
38, 24
32, 14
74, 38
42, 16
29, 7
27, 14
35, 15
26, 7
29, 20
41, 16
37, 16
30, 13
48, 16
57, 48
32, 15
30, 8
34, 7
37, 16
33, 16
52, 32
74, 56
33, 7
83, 48
40, 23
31, 7
31, 7
41, 16
32, 15
28, 15
32, 10
27, 16
23, 7
37, 14
26, 16
32, 12
93, 78
41, 16
23, 8
32, 15
35, 15
74, 40
98, 55
37, 22
35, 16
47, 19
62, 40
41, 23
70, 40
29, 22
21, 8
31, 8
32, 12
68, 32
22, 8
30, 8
34, 15
32, 14
73, 48
61, 32
39, 16
34, 14
35, 12
25, 15
27, 8
32, 8
26, 14
49, 19
62, 40
22, 8
72, 40
35, 8
27, 14
27, 11
36, 8
34, 8
103, 38
34, 16
40, 8
24, 16
34, 16
72, 40
39, 16
26, 8
103, 56
27, 14
34, 8
28, 8
38, 21
21, 8
33, 7
38, 8
30, 8
34, 21
80, 40
82, 40
36, 8
31, 15
40, 14
31, 8
30, 7
32, 11
41, 16
47, 15
92, 56
26, 13
35, 23
37, 14
38, 21
35, 8
27, 13
33, 15
37, 13
38, 15
23, 8
27, 16
32, 8
27, 8
31, 16
33, 16
70, 40
25, 16
40, 24
37, 24
37, 7
36, 11
125, 64
37, 16
36, 16
63, 40
28, 8
25, 7
27, 16
86, 48
32, 11
34, 15
19, 6
34, 8
36, 12
31, 7
25, 8
28, 8
25, 16
41, 15
102, 48
88, 55
34, 24
33, 7
33, 8
35, 15
31, 18
27, 12
37, 16
34, 16
33, 16
29, 8
30, 8
33, 8
40, 8
38, 8
25, 8
64, 40
24, 16
27, 8
29, 12
26, 8
36, 8
30, 7
31, 8
27, 13
39, 16
63, 37
42, 7
29, 12
96, 56
73, 32
32, 14
27, 8
28, 11
45, 16
51, 39
46, 12
30, 16
34, 6
33, 12
27, 14
24, 12
37, 16
58, 32
31, 10
32, 16
42, 16
78, 40
73, 40
31, 16
72, 40
43, 16
39, 8
23, 8
41, 24
25, 8
33, 8
28, 15
34, 8
26, 16
28, 13
22, 8
36, 23
30, 12
35, 8
36, 15
39, 16
28, 16
25, 14
33, 8
30, 7
31, 16
32, 19
33, 16
33, 16
35, 8
28, 12
30, 8
32, 14
29, 7
37, 15
26, 16
40, 14
33, 8
32, 7
58, 32
31, 16
36, 6
99, 64
35, 8
32, 15
34, 8
26, 16
28, 16
74, 32
31, 21
28, 8
30, 8
36, 24
39, 15
31, 15
66, 56
32, 15
31, 8
38, 15
24, 8
41, 16
26, 14
41, 23
34, 16
36, 23
30, 12
35, 14
93, 48
49, 16
24, 7
35, 15
32, 7
31, 8
21, 10
31, 16
35, 16
38, 15
28, 6
28, 7
27, 8
51, 16
34, 8
37, 12
70, 40
39, 16
22, 14
84, 44
29, 16
65, 48
41, 8
106, 72
30, 12
26, 12
34, 8
21, 6
31, 12
53, 46
33, 14
30, 8
31, 14
33, 20
27, 16
24, 15
41, 14
35, 16
76, 48
37, 8
38, 8
27, 12
29, 16
43, 15
27, 15
41, 16
24, 14
115, 72
89, 53
31, 11
84, 40
34, 24
69, 31
31, 23
38, 8
24, 14
38, 19
32, 12
35, 15
35, 8
41, 22
25, 8
46, 23
32, 8
26, 8
105, 56
64, 32
39, 16
32, 10
28, 8
30, 7
25, 8
27, 13
31, 21
92, 48
29, 16
30, 8
30, 16
31, 16
29, 8
39, 8
27, 15
25, 8
24, 15
38, 24
34, 12
25, 7
34, 14
41, 19
30, 14
34, 16
35, 21
39, 19
76, 48
41, 16
29, 16
33, 7
31, 13
24, 13
28, 7
71, 48
27, 8
34, 11
38, 23
22, 8
38, 8
30, 16
36, 8
37, 15
37, 8
37, 24
28, 15
46, 24
25, 11
38, 15
23, 8
27, 12
33, 7
26, 14
22, 12
86, 40
41, 16
34, 8
33, 12
30, 16
29, 23
35, 8
29, 16
42, 24
31, 8
29, 14
30, 8
29, 8
101, 56
66, 32
21, 7
71, 39
36, 16
26, 6
22, 13
69, 32
42, 24
27, 14
26, 17
26, 12
33, 14
60, 40
121, 72
29, 24
34, 16
60, 32
29, 7
27, 23
37, 16
31, 15
22, 12
30, 13
29, 15
94, 48
26, 7
72, 48
41, 16
59, 40
124, 80
32, 8
66, 32
24, 8
27, 15
32, 15
21, 7
74, 40
30, 13
62, 40
33, 8
36, 13
25, 12
43, 24
29, 7
37, 16
35, 16
28, 8
133, 88
35, 14
28, 8
23, 6
39, 16
25, 15
106, 64
82, 40
118, 72
35, 16
36, 12
33, 12
48, 24
62, 32
31, 13
23, 15
31, 13
26, 8
44, 16
26, 8
28, 14
85, 48
30, 8
21, 8
36, 15
30, 16
40, 16
24, 8
33, 8
32, 21
31, 8
35, 16
31, 8
34, 15
27, 20
69, 40
39, 8
24, 7
32, 8
45, 16
35, 8
37, 24
29, 7
33, 8
29, 22
27, 8
33, 8
27, 15
37, 11
22, 8
44, 23
36, 14
32, 14
30, 8
30, 11
31, 11
34, 16
24, 16
97, 64
36, 16
36, 8
39, 8
29, 15
27, 24
34, 12
34, 8
36, 15
67, 40
